Date,Product_Category,Quantity,Unit_Price,Total_Revenue,Customer_Age,Payment_Method,Region
2025-01-15 13:00:00,Home & Kitchen,2,127.36,254.72,,Cash,West
2025-01-15 14:00:00,Clothing,6,399.34,2396.04,37.0,Credit Card,South
2025-01-15 15:00:00,Books,2,26.99,53.98,62.0,Credit Card,North
2025-01-15 16:00:00,Home & Kitchen,3,295.58,886.74,57.0,Debit Card,West
2025-01-15 17:00:00,Electronics,6,497.76,2986.56,56.0,Credit Card,North
2025-01-15 18:00:00,Electronics,5,429.29,2146.45,66.0,Credit Card,North
2025-01-15 19:00:00,Home & Kitchen,8,265.51,2124.08,40.0,Cash,North
2025-01-15 20:00:00,Electronics,9,41.18,370.62,64.0,Credit Card,South
2025-01-15 21:00:00,Home & Kitchen,3,417.37,1252.11,49.0,PayPal,East
2025-01-15 22:00:00,Beauty,3,303.5,910.5,69.0,Credit Card,North
2025-01-15 23:00:00,Home & Kitchen,3,66.32,,64.0,Credit Card,West
2025-01-16 00:00:00,Clothing,6,55.99,335.94,50.0,Credit Card,South
2025-01-16 01:00:00,Home & Kitchen,1,455.72,,63.0,Credit Card,South
2025-01-16 02:00:00,Clothing,7,337.91,2365.37,22.0,Credit Card,West
2025-01-16 03:00:00,Clothing,1,416.35,416.35,60.0,Credit Card,North
2025-01-16 04:00:00,Beauty,5,440.7,2203.5,65.0,,East
2025-01-16 05:00:00,Clothing,8,290.17,2321.36,51.0,Credit Card,North
2025-01-16 06:00:00,Beauty,4,263.55,1054.2,57.0,PayPal,West
2025-01-16 07:00:00,Beauty,5,220.91,1104.55,28.0,Cash,South
2025-01-16 08:00:00,Electronics,4,165.3,661.2,67.0,PayPal,East
2025-01-16 09:00:00,Electronics,4,222.95,891.8,20.0,Credit Card,South
2025-01-16 10:00:00,Electronics,8,389.2,3113.6,50.0,Debit Card,West
2025-01-16 11:00:00,Electronics,2,304.94,609.88,28.0,Credit Card,North
2025-01-16 12:00:00,Electronics,1,447.34,,33.0,,East
2025-01-16 13:00:00,Home & Kitchen,3,227.26,681.78,35.0,Cash,South
2025-01-16 14:00:00,Electronics,9,307.47,2767.23,47.0,PayPal,South
2025-01-16 15:00:00,Clothing,4,319.34,1277.36,65.0,PayPal,South
2025-01-16 16:00:00,Books,5,299.93,1499.65,27.0,Credit Card,North
2025-01-16 17:00:00,Electronics,2,354.29,708.58,35.0,PayPal,East
2025-01-16 18:00:00,Books,4,126.34,505.36,55.0,Credit Card,North
2025-01-16 19:00:00,Electronics,2,261.06,522.12,,Debit Card,North
2025-01-16 20:00:00,Electronics,2,61.07,122.14,53.0,Credit Card,North
2025-01-16 21:00:00,Home & Kitchen,4,198.41,793.64,,Cash,West
2025-01-16 22:00:00,Home & Kitchen,6,248.96,1493.76,63.0,,West
2025-01-16 23:00:00,Books,7,329.59,2307.13,20.0,Cash,West
2025-01-17 00:00:00,Home & Kitchen,3,475.76,1427.28,27.0,Cash,East
2025-01-17 01:00:00,Books,3,304.32,912.96,55.0,PayPal,North
2025-01-17 02:00:00,Electronics,6,374.36,2246.16,18.0,Credit Card,North
2025-01-17 03:00:00,Electronics,3,258.07,774.21,44.0,Credit Card,West
2025-01-17 04:00:00,Books,2,320.71,,63.0,Credit Card,North
2025-01-17 05:00:00,Books,8,44.76,358.08,25.0,Cash,North
2025-01-17 06:00:00,Beauty,5,134.65,673.25,68.0,Cash,South
2025-01-17 07:00:00,Clothing,1,187.31,187.31,,PayPal,North
2025-01-17 08:00:00,Clothing,3,241.52,,59.0,Credit Card,South
2025-01-17 09:00:00,Books,8,32.37,258.96,34.0,Credit Card,North
2025-01-17 10:00:00,Clothing,4,78.61,314.44,26.0,PayPal,East
2025-01-17 11:00:00,Beauty,7,145.64,1019.48,23.0,PayPal,West
2025-01-17 12:00:00,Books,2,486.05,972.1,60.0,Cash,South
2025-01-17 13:00:00,Clothing,7,172.36,1206.52,42.0,Debit Card,West
2025-01-17 14:00:00,Books,5,246.2,1231.0,56.0,Credit Card,South
2025-01-17 15:00:00,Books,5,106.09,530.45,66.0,PayPal,South
2025-01-17 16:00:00,Electronics,6,309.28,1855.68,45.0,PayPal,South
2025-01-17 17:00:00,Beauty,9,147.53,1327.77,50.0,Credit Card,East
2025-01-17 18:00:00,Clothing,6,111.43,668.58,54.0,Credit Card,North
2025-01-17 19:00:00,Books,8,6200.0,49600.0,26.0,Credit Card,South
2025-01-17 20:00:00,Clothing,7,12.7,88.9,35.0,Cash,East
2025-01-17 21:00:00,Books,9,13.76,123.84,38.0,PayPal,South
2025-01-17 22:00:00,Clothing,4,117.34,469.36,19.0,,North
2025-01-17 23:00:00,Electronics,2,27.99,55.98,60.0,,South
2025-01-18 00:00:00,Beauty,7,62.93,440.51,55.0,Cash,East
2025-01-18 01:00:00,Electronics,6,176.04,1056.24,57.0,Credit Card,North
2025-01-18 02:00:00,Clothing,1,403.27,403.27,53.0,PayPal,East
2025-01-18 03:00:00,Beauty,9,290.3,2612.7,67.0,PayPal,North
2025-01-18 04:00:00,Beauty,9,,2350.89,60.0,Cash,North
2025-01-18 05:00:00,Home & Kitchen,2,153.81,307.62,,Cash,West
2025-01-18 06:00:00,Home & Kitchen,3,466.56,1399.68,32.0,PayPal,West
2025-01-18 07:00:00,Clothing,5,204.54,1022.7,45.0,Credit Card,West
2025-01-18 08:00:00,Electronics,5,,263.4,35.0,Cash,North
2025-01-18 09:00:00,Clothing,1,312.36,312.36,,Credit Card,South
2025-01-18 10:00:00,Home & Kitchen,8,65.78,526.24,39.0,Credit Card,East
2025-01-18 11:00:00,Books,8,179.16,1433.28,28.0,Credit Card,East
2025-01-18 12:00:00,Books,4,258.63,1034.52,,Credit Card,East
2025-01-18 13:00:00,Books,7,438.37,3068.59,21.0,Credit Card,West
2025-01-18 14:00:00,Electronics,3,251.84,755.52,39.0,Cash,North
2025-01-18 15:00:00,Clothing,6,354.11,2124.66,24.0,Debit Card,West
2025-01-18 16:00:00,Electronics,9,496.48,4468.32,60.0,Credit Card,South
2025-01-18 17:00:00,Clothing,1,74.43,74.43,41.0,Credit Card,North
2025-01-18 18:00:00,Clothing,5,144.62,723.1,21.0,Credit Card,East
2025-01-18 19:00:00,Books,4,203.34,813.36,45.0,Credit Card,West
2025-01-18 20:00:00,Clothing,8,216.7,1733.6,32.0,Credit Card,West
2025-01-18 21:00:00,Electronics,1,211.4,211.4,18.0,Debit Card,South
2025-01-18 22:00:00,Electronics,9,454.73,4092.57,20.0,Credit Card,South
2025-01-18 23:00:00,Books,6,,2159.28,31.0,PayPal,West
2025-01-19 00:00:00,Home & Kitchen,4,307.87,1231.48,55.0,Credit Card,South
2025-01-19 01:00:00,Electronics,9,161.59,1454.31,67.0,Cash,East
2025-01-19 02:00:00,Electronics,5,413.66,2068.3,18.0,Cash,South
2025-01-19 03:00:00,Home & Kitchen,5,477.98,2389.9,55.0,Debit Card,South
2025-01-19 04:00:00,Electronics,5,412.39,2061.95,55.0,Cash,West
2025-01-19 05:00:00,Books,1,10.77,10.77,38.0,Credit Card,West
2025-01-19 06:00:00,Home & Kitchen,1,321.84,321.84,65.0,Credit Card,North
2025-01-19 07:00:00,Electronics,8,35.06,280.48,46.0,PayPal,North
2025-01-19 08:00:00,Electronics,8,136.23,1089.84,22.0,Credit Card,West
2025-01-19 09:00:00,Beauty,250,39.17,235.02,,PayPal,South
2025-01-19 10:00:00,Clothing,4,305.86,1223.44,27.0,Credit Card,South
2025-01-19 11:00:00,Clothing,2,346.43,692.86,45.0,Credit Card,North
2025-01-19 12:00:00,Books,2,66.1,132.2,38.0,PayPal,North
2025-01-19 13:00:00,Beauty,9,198.08,1782.72,67.0,PayPal,North
2025-01-19 14:00:00,Beauty,5,233.56,1167.8,24.0,Cash,East
2025-01-19 15:00:00,Books,4,190.84,763.36,20.0,Credit Card,East
2025-01-19 16:00:00,Clothing,1,69.3,69.3,,PayPal,North
2025-01-19 17:00:00,Electronics,7,7500.0,52500.0,64.0,Credit Card,South
2025-01-19 18:00:00,Books,3,378.08,1134.24,37.0,Credit Card,North
2025-01-19 19:00:00,Home & Kitchen,6,44.79,268.74,36.0,PayPal,East
2025-01-19 20:00:00,Clothing,5,49.29,246.45,52.0,Credit Card,South
2025-01-19 21:00:00,Beauty,5,183.84,919.2,21.0,Credit Card,East
2025-01-19 22:00:00,Electronics,5,471.45,2357.25,22.0,Credit Card,South
2025-01-19 23:00:00,Clothing,1,337.6,337.6,18.0,Credit Card,East
2025-01-20 00:00:00,Electronics,1,342.55,,21.0,Credit Card,South
2025-01-20 01:00:00,Clothing,3,187.34,562.02,,Credit Card,South
2025-01-20 02:00:00,Electronics,4,300.89,1203.56,44.0,Credit Card,South
2025-01-20 03:00:00,Electronics,5,14.96,74.8,59.0,,South
2025-01-20 04:00:00,Electronics,2,321.69,643.38,40.0,PayPal,West
2025-01-20 05:00:00,Home & Kitchen,8,,3660.08,42.0,Credit Card,East
2025-01-20 06:00:00,Home & Kitchen,2,310.16,620.32,38.0,Credit Card,East
2025-01-20 07:00:00,Home & Kitchen,9,438.11,3942.99,69.0,Credit Card,West
2025-01-20 08:00:00,Beauty,2,,729.5,41.0,,South
2025-01-20 09:00:00,Clothing,9,69.07,621.63,42.0,Cash,South
2025-01-20 10:00:00,Electronics,7,452.2,3165.4,,Cash,East
2025-01-20 11:00:00,Books,8,42.56,340.48,63.0,Cash,West
2025-01-20 12:00:00,Electronics,2,271.64,543.28,49.0,PayPal,South
2025-01-20 13:00:00,Beauty,7,79.65,557.55,49.0,PayPal,South
2025-01-20 14:00:00,Electronics,6,15.74,94.44,22.0,PayPal,South
2025-01-20 15:00:00,Beauty,4,216.8,867.2,53.0,Credit Card,North
2025-01-20 16:00:00,Electronics,7,,1081.99,63.0,Credit Card,West
2025-01-20 17:00:00,Books,4,248.14,992.56,59.0,Credit Card,South
2025-01-20 18:00:00,Clothing,2,292.83,585.66,66.0,Debit Card,North
2025-01-20 19:00:00,Beauty,7,31.43,220.01,59.0,PayPal,West
2025-01-20 20:00:00,Electronics,200,70.27,562.16,56.0,Cash,South
2025-01-20 21:00:00,Home & Kitchen,2,283.73,,33.0,Credit Card,East
2025-01-20 22:00:00,Beauty,5,178.15,890.75,50.0,PayPal,North
2025-01-20 23:00:00,Clothing,1,367.3,367.3,66.0,,North
2025-01-21 00:00:00,Home & Kitchen,7,329.62,2307.34,38.0,Credit Card,South
2025-01-21 01:00:00,Home & Kitchen,8,424.35,3394.8,26.0,Cash,South
2025-01-21 02:00:00,Clothing,6,349.32,2095.92,23.0,PayPal,North
2025-01-21 03:00:00,Home & Kitchen,5,220.67,1103.35,68.0,Credit Card,East
2025-01-21 04:00:00,Home & Kitchen,6,339.75,2038.5,,Cash,East
2025-01-21 05:00:00,Beauty,2,144.94,289.88,52.0,Credit Card,West
2025-01-21 06:00:00,Electronics,1,160.09,160.09,56.0,Debit Card,South
2025-01-21 07:00:00,Electronics,7,396.6,2776.2,39.0,Credit Card,East
2025-01-21 08:00:00,Beauty,7,228.75,1601.25,58.0,Credit Card,West
2025-01-21 09:00:00,Books,2,401.21,802.42,22.0,Credit Card,East
2025-01-21 10:00:00,Clothing,2,412.99,825.98,59.0,Credit Card,South
2025-01-21 11:00:00,Home & Kitchen,1,430.21,430.21,,Credit Card,West
2025-01-21 12:00:00,Electronics,8,459.15,3673.2,34.0,PayPal,West
2025-01-21 13:00:00,Electronics,8,221.18,1769.44,29.0,,West
2025-01-21 14:00:00,Clothing,1,166.24,166.24,40.0,Cash,East
2025-01-21 15:00:00,Clothing,8,295.28,2362.24,33.0,Credit Card,South
2025-01-21 16:00:00,Home & Kitchen,9,191.87,1726.83,20.0,PayPal,West
2025-01-21 17:00:00,Electronics,4,304.53,1218.12,47.0,Credit Card,North
2025-01-21 18:00:00,Beauty,1,355.74,355.74,39.0,Credit Card,South
2025-01-21 19:00:00,Beauty,1,347.32,347.32,26.0,PayPal,North
2025-01-21 20:00:00,Home & Kitchen,3,193.53,580.59,46.0,PayPal,North
2025-01-21 21:00:00,Clothing,5,91.76,458.8,64.0,Credit Card,West
2025-01-21 22:00:00,Clothing,5,220.96,1104.8,54.0,Credit Card,West
2025-01-21 23:00:00,Books,9,79.87,718.83,40.0,Debit Card,East
2025-01-22 00:00:00,Home & Kitchen,2,446.15,892.3,30.0,Credit Card,East
2025-01-22 01:00:00,Electronics,2,179.48,358.96,49.0,PayPal,East
2025-01-22 02:00:00,Beauty,6,85.69,514.14,63.0,PayPal,South
2025-01-22 03:00:00,Books,9,22.47,202.23,69.0,Credit Card,East
2025-01-22 04:00:00,Beauty,1,326.45,326.45,64.0,Credit Card,North
2025-01-22 05:00:00,Home & Kitchen,9,322.08,2898.72,65.0,Credit Card,East
2025-01-22 06:00:00,Home & Kitchen,9,176.9,1592.1,40.0,,West
2025-01-22 07:00:00,Clothing,9,45.14,406.26,62.0,PayPal,East
2025-01-22 08:00:00,Beauty,5,210.72,1053.6,34.0,,South
2025-01-22 09:00:00,Books,9,162.5,1462.5,57.0,Debit Card,South
2025-01-22 10:00:00,Electronics,4,341.79,1367.16,38.0,,North
2025-01-22 11:00:00,Electronics,2,306.83,613.66,19.0,PayPal,South
2025-01-22 12:00:00,Clothing,6,188.65,1131.9,54.0,PayPal,East
2025-01-22 13:00:00,Books,4,116.77,467.08,23.0,PayPal,West
2025-01-22 14:00:00,Beauty,120,494.14,2964.84,61.0,PayPal,South
2025-01-22 15:00:00,Electronics,3,232.46,697.38,35.0,PayPal,North
2025-01-22 16:00:00,Home & Kitchen,6,347.25,2083.5,47.0,PayPal,East
2025-01-22 17:00:00,Clothing,2,78.87,157.74,,Credit Card,North
2025-01-22 18:00:00,Beauty,2,247.94,495.88,50.0,PayPal,South
2025-01-22 19:00:00,Books,9,23.49,211.41,47.0,Credit Card,South
2025-01-22 20:00:00,Books,7,257.67,1803.69,34.0,Credit Card,North
2025-01-22 21:00:00,Clothing,3,482.37,1447.11,,Credit Card,East
2025-01-22 22:00:00,Clothing,1,198.26,198.26,49.0,PayPal,South
2025-01-22 23:00:00,Electronics,8,29.11,232.88,59.0,,West
2025-01-23 00:00:00,Electronics,6,25.17,151.02,68.0,Credit Card,South
2025-01-23 01:00:00,Books,7,200.11,1400.77,31.0,PayPal,East
2025-01-23 02:00:00,Books,9,88.41,795.69,27.0,PayPal,South
2025-01-23 03:00:00,Beauty,5,21.44,107.2,64.0,Credit Card,North
2025-01-23 04:00:00,Beauty,1,380.54,380.54,68.0,PayPal,South
2025-01-23 05:00:00,Home & Kitchen,7,234.68,1642.76,53.0,Cash,South
2025-01-23 06:00:00,Books,5,151.73,758.65,51.0,Cash,East
2025-01-23 07:00:00,Beauty,3,451.04,1353.12,26.0,PayPal,North
2025-01-23 08:00:00,Books,9,66.91,602.19,59.0,PayPal,East
2025-01-23 09:00:00,Electronics,1,478.4,478.4,45.0,Credit Card,South
2025-01-23 10:00:00,Clothing,1,163.84,163.84,28.0,Credit Card,West
2025-01-23 11:00:00,Electronics,1,445.32,445.32,31.0,Credit Card,South
2025-01-23 12:00:00,Beauty,3,305.44,916.32,56.0,Debit Card,East
2025-01-23 13:00:00,Home & Kitchen,6,415.09,2490.54,64.0,Credit Card,West
2025-01-23 14:00:00,Electronics,3,492.17,1476.51,36.0,Credit Card,East
2025-01-23 15:00:00,Home & Kitchen,8,151.32,1210.56,32.0,Cash,East
2025-01-23 16:00:00,Home & Kitchen,2,480.96,961.92,45.0,Debit Card,North
2025-01-23 17:00:00,Clothing,9,200.85,1807.65,41.0,Cash,West
2025-01-23 18:00:00,Electronics,3,198.9,596.7,25.0,,South
2025-01-23 19:00:00,Home & Kitchen,5,176.79,883.95,60.0,Credit Card,East
2025-01-23 20:00:00,Clothing,8,275.29,2202.32,26.0,Credit Card,South
2025-01-23 21:00:00,Books,2,,171.06,64.0,Credit Card,North
2025-01-23 22:00:00,Clothing,6,281.32,1687.92,50.0,Credit Card,North
2025-01-23 23:00:00,Books,5,275.44,1377.2,50.0,PayPal,West
2025-01-24 00:00:00,Home & Kitchen,9,383.33,3449.97,36.0,Debit Card,North
2025-01-24 01:00:00,Home & Kitchen,5,418.49,2092.45,20.0,Credit Card,North
2025-01-24 02:00:00,Books,2,225.82,451.64,27.0,PayPal,South
2025-01-24 03:00:00,Clothing,5,158.14,790.7,57.0,,North
2025-01-24 04:00:00,Electronics,4,137.07,548.28,64.0,Credit Card,North
2025-01-24 05:00:00,Electronics,7,105.37,737.59,59.0,PayPal,East
2025-01-24 06:00:00,Books,6,,229.5,18.0,Credit Card,North
2025-01-24 07:00:00,Home & Kitchen,2,177.8,355.6,46.0,Credit Card,East
2025-01-24 08:00:00,Home & Kitchen,5,142.42,712.1,67.0,Cash,North
2025-01-24 09:00:00,Electronics,7,483.54,3384.78,51.0,Credit Card,North
2025-01-24 10:00:00,Electronics,7,283.28,1982.96,68.0,Debit Card,West
2025-01-24 11:00:00,Electronics,5,180.17,900.85,30.0,Credit Card,West
2025-01-24 12:00:00,Clothing,9,294.43,2649.87,18.0,PayPal,East
2025-01-24 13:00:00,Home & Kitchen,4,78.21,312.84,51.0,PayPal,North
2025-01-24 14:00:00,Clothing,3,227.58,682.74,46.0,Credit Card,South
2025-01-24 15:00:00,Clothing,4,316.85,1267.4,65.0,,West
2025-01-24 16:00:00,Beauty,5,249.56,1247.8,64.0,PayPal,South
2025-01-24 17:00:00,Clothing,6,206.87,1241.22,30.0,Cash,West
2025-01-24 18:00:00,Clothing,3,496.99,1490.97,65.0,Cash,West
2025-01-24 19:00:00,Books,2,441.35,882.7,66.0,PayPal,North
2025-01-24 20:00:00,Clothing,4,315.47,1261.88,46.0,Cash,West
2025-01-24 21:00:00,Home & Kitchen,5,288.99,1444.95,56.0,PayPal,South
2025-01-24 22:00:00,Books,4,314.12,1256.48,41.0,Cash,West
2025-01-24 23:00:00,Beauty,3,108.64,325.92,43.0,PayPal,East
2025-01-25 00:00:00,Electronics,8,203.62,1628.96,34.0,PayPal,North
2025-01-25 01:00:00,Beauty,4,29.34,117.36,24.0,Cash,North
2025-01-25 02:00:00,Clothing,2,243.02,486.04,30.0,Credit Card,East
2025-01-25 03:00:00,Electronics,2,276.08,552.16,22.0,Cash,East
2025-01-25 04:00:00,Clothing,1,121.6,121.6,43.0,PayPal,East
2025-01-25 05:00:00,Beauty,4,482.37,1929.48,66.0,Credit Card,West
2025-01-25 06:00:00,Clothing,9,455.63,4100.67,20.0,Credit Card,North
2025-01-25 07:00:00,Clothing,7,363.85,2546.95,24.0,Credit Card,East
2025-01-25 08:00:00,Home & Kitchen,7,271.36,1899.52,66.0,PayPal,West
2025-01-25 09:00:00,Electronics,7,436.28,3053.96,56.0,Cash,East
2025-01-25 10:00:00,Electronics,8,74.02,592.16,18.0,Credit Card,South
2025-01-25 11:00:00,Electronics,1,397.35,397.35,66.0,,South
2025-01-25 12:00:00,Electronics,8,71.16,569.28,34.0,Cash,North
2025-01-25 13:00:00,Electronics,4,399.16,1596.64,60.0,Credit Card,West
2025-01-25 14:00:00,Electronics,4,145.13,580.52,42.0,Cash,South
2025-01-25 15:00:00,Home & Kitchen,4,439.77,1759.08,20.0,Debit Card,South
2025-01-25 16:00:00,Electronics,6,472.58,2835.48,32.0,Cash,West
2025-01-25 17:00:00,Clothing,7,82.91,580.37,46.0,Cash,East
2025-01-25 18:00:00,Books,6,236.71,1420.26,60.0,Debit Card,West
2025-01-25 19:00:00,Clothing,1,490.68,490.68,49.0,PayPal,East
2025-01-25 20:00:00,Home & Kitchen,8,246.87,1974.96,43.0,Credit Card,South
2025-01-25 21:00:00,Electronics,7,433.14,3031.98,33.0,Cash,South
2025-01-25 22:00:00,Electronics,6,298.48,1790.88,42.0,PayPal,South
2025-01-25 23:00:00,Electronics,6,193.91,1163.46,45.0,PayPal,North
2025-01-26 00:00:00,Electronics,5,150.03,750.15,26.0,Credit Card,North
2025-01-26 01:00:00,Electronics,6,109.58,657.48,18.0,Cash,North
2025-01-26 02:00:00,Electronics,9,383.28,3449.52,46.0,Credit Card,West
2025-01-26 03:00:00,Electronics,9,199.4,1794.6,39.0,Debit Card,South
2025-01-26 04:00:00,Electronics,8,260.52,2084.16,33.0,Credit Card,South
2025-01-26 05:00:00,Clothing,9,251.24,2261.16,58.0,Credit Card,West
2025-01-26 06:00:00,Electronics,8,292.87,2342.96,68.0,PayPal,North
2025-01-26 07:00:00,Clothing,8,434.13,3473.04,61.0,Credit Card,West
2025-01-26 08:00:00,Clothing,1,490.56,490.56,68.0,PayPal,North
2025-01-26 09:00:00,Home & Kitchen,5,209.72,1048.6,58.0,Debit Card,South
2025-01-26 10:00:00,Electronics,4,415.48,1661.92,24.0,,East
2025-01-26 11:00:00,Books,2,384.62,,31.0,Credit Card,North
2025-01-26 12:00:00,Home & Kitchen,8,291.03,2328.24,46.0,Credit Card,South
2025-01-26 13:00:00,Electronics,3,478.46,1435.38,36.0,Cash,South
2025-01-26 14:00:00,Books,4,108.23,432.92,36.0,Debit Card,East
2025-01-26 15:00:00,Beauty,7,63.54,444.78,19.0,PayPal,South
2025-01-26 16:00:00,Electronics,9,428.44,3855.96,58.0,PayPal,South
2025-01-26 17:00:00,Electronics,2,225.18,450.36,62.0,Credit Card,North
2025-01-26 18:00:00,Books,3,425.01,1275.03,32.0,Cash,North
2025-01-26 19:00:00,Home & Kitchen,4,447.61,1790.44,20.0,PayPal,East
2025-01-26 20:00:00,Electronics,1,40.6,,28.0,Credit Card,East
2025-01-26 21:00:00,Electronics,7,442.9,3100.3,63.0,Credit Card,South
2025-01-26 22:00:00,Clothing,2,229.68,459.36,47.0,Cash,North
2025-01-26 23:00:00,Clothing,5,260.11,1300.55,57.0,Credit Card,East
2025-01-27 00:00:00,Home & Kitchen,1,317.03,317.03,35.0,Credit Card,East
2025-01-27 01:00:00,Clothing,3,463.93,1391.79,68.0,PayPal,West
2025-01-27 02:00:00,Clothing,2,,38.74,65.0,Credit Card,East
2025-01-27 03:00:00,Home & Kitchen,1,243.65,243.65,19.0,Credit Card,South
2025-01-27 04:00:00,Electronics,7,346.98,2428.86,49.0,,North
2025-01-27 05:00:00,Electronics,5,364.13,1820.65,25.0,Cash,East
2025-01-27 06:00:00,Home & Kitchen,1,349.34,349.34,39.0,Cash,West
2025-01-27 07:00:00,Books,6,75.87,455.22,23.0,Cash,North
2025-01-27 08:00:00,Clothing,5,156.7,783.5,29.0,PayPal,East
2025-01-27 09:00:00,Clothing,3,,557.31,64.0,Cash,West
2025-01-27 10:00:00,Electronics,7,404.17,2829.19,57.0,Credit Card,East
2025-01-27 11:00:00,Clothing,9,146.59,1319.31,53.0,PayPal,North
2025-01-27 12:00:00,Clothing,9,113.25,1019.25,32.0,Debit Card,North
2025-01-27 13:00:00,Electronics,9,479.15,4312.35,45.0,Credit Card,North
2025-01-27 14:00:00,Electronics,2,14.34,28.68,69.0,Credit Card,South
2025-01-27 15:00:00,Clothing,3,498.93,1496.79,66.0,PayPal,East
2025-01-27 16:00:00,Electronics,7,341.64,2391.48,62.0,Credit Card,South
2025-01-27 17:00:00,Clothing,5,415.95,2079.75,35.0,Credit Card,North
2025-01-27 18:00:00,Electronics,2,154.36,308.72,19.0,Cash,West
2025-01-27 19:00:00,Clothing,3,17.01,51.03,30.0,Debit Card,East
2025-01-27 20:00:00,Electronics,6,371.56,2229.36,62.0,PayPal,South
2025-01-27 21:00:00,Books,7,418.73,2931.11,32.0,Credit Card,East
2025-01-27 22:00:00,Home & Kitchen,9,372.83,3355.47,37.0,Credit Card,West
2025-01-27 23:00:00,Home & Kitchen,1,80.0,80.0,46.0,Cash,South
2025-01-28 00:00:00,Books,7,379.18,2654.26,59.0,PayPal,North
2025-01-28 01:00:00,Clothing,8,386.77,3094.16,46.0,Credit Card,South
2025-01-28 02:00:00,Electronics,3,332.68,998.04,20.0,PayPal,East
2025-01-28 03:00:00,Clothing,4,385.4,1541.6,36.0,Credit Card,East
2025-01-28 04:00:00,Home & Kitchen,6,424.5,2547.0,20.0,PayPal,East
2025-01-28 05:00:00,Home & Kitchen,7,310.67,2174.69,31.0,Cash,East
2025-01-28 06:00:00,Clothing,4,53.42,213.68,57.0,PayPal,North
2025-01-28 07:00:00,Electronics,8,248.94,,21.0,PayPal,South
2025-01-28 08:00:00,Electronics,5,48.05,240.25,69.0,Credit Card,North
2025-01-28 09:00:00,Clothing,1,209.7,209.7,28.0,Cash,North
2025-01-28 10:00:00,Home & Kitchen,4,209.48,837.92,,PayPal,North
2025-01-28 11:00:00,Home & Kitchen,3,42.34,127.02,,Credit Card,East
2025-01-28 12:00:00,Clothing,9,180.92,1628.28,49.0,PayPal,East
2025-01-28 13:00:00,Beauty,8,64.39,515.12,44.0,Credit Card,East
2025-01-28 14:00:00,Home & Kitchen,1,406.04,406.04,47.0,Cash,South
2025-01-28 15:00:00,Electronics,6,474.37,2846.22,60.0,PayPal,West
2025-01-28 16:00:00,Electronics,9,45.44,408.96,19.0,Debit Card,East
2025-01-28 17:00:00,Electronics,7,478.01,3346.07,66.0,Credit Card,South
2025-01-28 18:00:00,Electronics,4,266.06,1064.24,26.0,Cash,East
2025-01-28 19:00:00,Electronics,1,156.79,156.79,45.0,PayPal,East
2025-01-28 20:00:00,Electronics,2,47.66,95.32,48.0,Cash,North
2025-01-28 21:00:00,Electronics,5,255.31,1276.55,51.0,Credit Card,North
2025-01-28 22:00:00,Electronics,5,399.31,1996.55,32.0,PayPal,North
2025-01-28 23:00:00,Books,8,356.47,2851.76,65.0,Cash,South
2025-01-29 00:00:00,Electronics,6,34.61,207.66,42.0,Credit Card,West
2025-01-29 01:00:00,Clothing,8,45.72,365.76,53.0,Credit Card,West
2025-01-29 02:00:00,Clothing,2,207.41,414.82,25.0,PayPal,South
2025-01-29 03:00:00,Beauty,3,154.69,464.07,26.0,PayPal,East
2025-01-29 04:00:00,Electronics,6,123.87,743.22,54.0,Credit Card,South
2025-01-29 05:00:00,Clothing,3,147.69,443.07,65.0,Credit Card,East
2025-01-29 06:00:00,Beauty,6,403.71,2422.26,62.0,Credit Card,South
2025-01-29 07:00:00,Books,6,465.32,2791.92,56.0,Cash,South
2025-01-29 08:00:00,Books,2,208.5,417.0,49.0,PayPal,South
2025-01-29 09:00:00,Electronics,7,453.99,3177.93,69.0,,West
2025-01-29 10:00:00,Electronics,2,167.53,335.06,34.0,Debit Card,North
2025-01-29 11:00:00,Home & Kitchen,6,243.45,1460.7,,PayPal,South
2025-01-29 12:00:00,Beauty,1,120.75,120.75,54.0,Credit Card,West
2025-01-29 13:00:00,Home & Kitchen,3,323.83,971.49,36.0,Credit Card,North
2025-01-29 14:00:00,Home & Kitchen,2,489.7,979.4,61.0,Credit Card,North
2025-01-29 15:00:00,Electronics,7,305.71,2139.97,46.0,Debit Card,South
2025-01-29 16:00:00,Books,4,185.33,741.32,24.0,PayPal,East
2025-01-29 17:00:00,Electronics,8,327.43,2619.44,,Credit Card,East
2025-01-29 18:00:00,Clothing,6,70.23,421.38,26.0,Credit Card,East
2025-01-29 19:00:00,Clothing,4,445.44,1781.76,45.0,PayPal,South
2025-01-29 20:00:00,Clothing,5,256.51,1282.55,23.0,PayPal,East
2025-01-29 21:00:00,Electronics,9,230.18,2071.62,46.0,Credit Card,West
2025-01-29 22:00:00,Electronics,7,297.07,2079.49,34.0,Debit Card,West
2025-01-29 23:00:00,Home & Kitchen,9,316.14,2845.26,33.0,PayPal,West
2025-01-30 00:00:00,Electronics,7,45.17,316.19,40.0,Credit Card,West
2025-01-30 01:00:00,Home & Kitchen,1,344.48,344.48,48.0,Cash,North
2025-01-30 02:00:00,Electronics,8,128.55,1028.4,20.0,Credit Card,West
2025-01-30 03:00:00,Clothing,4,359.84,1439.36,38.0,Debit Card,East
