customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST_1189,27.0,Female,North,Secondary,,364726.71395570604,844181.9778852892,Other,708.1664016360763,0,62,49.948166945912526,2023-10-08,0
CUST_1190,46.0,Male,East,Graduate,Salaried,315961.34927462507,218580.07251188124,Car,685.4618638405125,1,39,82.92295114070326,2020-10-18,0
CUST_1191,28.0,Female,South,Graduate,Self-Employed,563427.0946622102,110097.2144984639,Home,751.685731973941,2,37,35.37657370848393,2022-01-09,0
CUST_1192,56.0,Female,East,Post-Graduate,Salaried,202760.50596865488,164893.6685985619,Other,593.4307196294177,0,45,88.51816615766512,2021-01-14,0
CUST_1193,52.0,Male,West,Secondary,Salaried,,230064.25275232355,Other,,0,50,29.533539020926533,2021-06-04,0
CUST_1194,61.0,Male,South,Secondary,Self-Employed,323634.1184337153,65177.94044276878,Car,564.9626675180004,1,41,73.70889528832636,2022-07-08,1
CUST_1195,63.0,Female,West,Secondary,Salaried,218706.28291909792,244753.9206789902,Home,638.4425267760165,4,54,63.59753491938776,2022-12-21,1
CUST_1196,43.0,Female,North,Graduate,Salaried,257159.0095813831,844544.0415750777,Education,574.2362673727577,0,93,73.71595249526479,2021-09-07,0
CUST_1197,34.0,Female,North,Graduate,Salaried,406895.3217025154,92170.78822306675,Car,,1,23,47.17454365677056,2021-09-03,0
CUST_1198,,Female,North,Primary,Unemployed,1011225.304712823,2187698.923387494,Home,656.1590735779914,0,81,89.27449031708869,2022-09-29,0
CUST_1199,51.0,Female,East,Post-Graduate,Self-Employed,4994982.9703652505,526973.4477902515,Other,731.4858642548833,1,55,63.76013720497558,2020-06-17,0
CUST_1200,43.0,Female,South,Primary,Salaried,559404.5504940313,625417.8071784992,Home,673.2915446588833,0,58,34.50514338711179,2019-04-30,1
CUST_1201,60.0,Female,North,Graduate,Salaried,373708.1285183237,694454.3388896397,Home,616.7078515310841,0,26,64.26868100543221,2020-03-13,0
CUST_1202,31.0,Female,North,Graduate,Salaried,1542316.171793108,197402.94441139087,Home,682.8679363546146,0,45,34.37933851259765,2022-09-12,0
CUST_1203,58.0,Male,South,Post-Graduate,Self-Employed,452931.5132873341,807147.7569718712,Education,567.5844784081647,1,59,34.958753299589304,2023-03-31,1
CUST_1204,21.0,Male,North,Graduate,Self-Employed,245560.5050582878,333194.2447448347,Home,646.9487449580546,0,57,43.96587348777377,2022-10-24,1
CUST_1205,22.0,Male,West,Post-Graduate,Salaried,679946.988104977,85269.03489617124,Education,675.5520986876464,1,65,82.45658549337512,2022-12-15,1
CUST_1206,56.0,Female,South,Secondary,Salaried,260427.97243533144,179596.56642766407,Other,660.3454078520101,1,59,52.52531932348932,2021-12-14,1
CUST_1207,36.0,Female,South,Post-Graduate,Salaried,,303404.65578425035,Education,683.2052075948787,3,134,67.70657158956763,2023-05-07,0
CUST_1208,21.0,Female,South,Primary,Self-Employed,554041.0148598731,106828.41999595918,Other,598.4763187429767,1,73,43.31725792332936,2022-07-29,1
CUST_1209,21.0,Male,West,Post-Graduate,,1236620.5011494583,254672.31049227057,Other,742.1625122247613,1,46,32.40646238358492,2023-01-23,0
CUST_1210,47.0,Male,South,Graduate,Salaried,540161.4623279765,269682.7491037926,Education,,1,15,91.14441366087966,2019-06-04,0
CUST_1211,42.0,Male,West,Post-Graduate,Salaried,805765.2560462551,85514.50875970192,Car,521.7859084113124,0,79,61.30440600546032,2021-02-25,0
CUST_1212,,Male,South,Graduate,Salaried,2668007.8709890554,216521.0775417316,Business,552.7521603236602,1,28,89.38586377953105,2021-10-28,0
CUST_1213,51.0,Female,East,Graduate,Unemployed,270487.58295799076,345354.92640827916,Home,653.4466406419508,0,45,27.290105186856778,2019-10-14,0
CUST_1214,52.0,Male,North,Graduate,Salaried,2884853.5321876067,188188.1890319872,Business,629.4759215557701,2,30,22.48600393259928,2023-05-05,1
CUST_1215,20.0,Male,East,Graduate,Self-Employed,450913.18241823744,52435.39117754006,Home,801.7129924618225,1,61,82.7449471055318,2018-07-30,0
CUST_1216,38.0,Female,North,Primary,Self-Employed,473942.092760732,51815.912770180854,Home,,0,52,67.87796307246637,2019-08-09,0
CUST_1217,21.0,Male,West,Primary,Salaried,464682.4387031414,138331.23836402135,Other,761.4036202980766,0,52,25.85917243655951,2018-06-16,1
CUST_1218,,Male,East,Secondary,Salaried,1390873.6913559572,571263.2354104803,Home,486.070089083712,1,65,32.89557455640071,2021-06-10,0
CUST_1219,45.0,Female,South,Secondary,Salaried,825938.8080847127,101929.5541927834,Home,715.1335586665882,1,81,78.05643502965145,2021-04-20,0
CUST_1220,51.0,Male,North,Post-Graduate,Self-Employed,668125.8338158763,251223.225011044,Education,592.7586544593344,4,68,48.57883269965457,2022-10-05,0
CUST_1221,25.0,Female,North,Secondary,Self-Employed,385077.49491469946,100225.25594610194,Business,,1,29,66.99594305301773,2020-11-18,1
CUST_1222,51.0,Female,East,Post-Graduate,Self-Employed,1068040.4969388556,765745.6422558668,Education,630.13135788703,0,47,37.059921881560925,2019-12-15,0
CUST_1223,23.0,Female,West,Secondary,Salaried,1751219.196899078,426830.34035082505,Home,536.0333088215126,2,66,42.40454598586452,2019-11-19,0
CUST_1224,30.0,Male,East,Secondary,Salaried,1060738.905432533,311025.0611252794,Other,685.4228420257482,2,73,94.21056748296392,2018-11-26,0
CUST_1225,36.0,,West,Graduate,Unemployed,200783.16562402088,70052.3246073338,Education,,1,43,31.047452409851076,2022-10-13,0
CUST_1226,57.0,Male,West,Graduate,Self-Employed,705852.3425335606,161968.8701560357,Education,,1,71,53.04879204810369,2021-04-22,0
CUST_1227,43.0,Male,North,Graduate,Salaried,226244.57374752228,55920.73196045043,Car,720.9624817706325,4,49,81.77419917119524,2023-11-13,1
CUST_1228,24.0,Male,East,Graduate,Unemployed,348938.4116112378,181127.95092716115,Home,771.1825636955323,1,36,30.33397316159793,2020-02-24,0
CUST_1229,53.0,Other,East,Graduate,,,1603193.1202746546,Other,620.9031160729962,1,70,45.29316931816811,2020-07-29,0
CUST_1230,25.0,Male,West,Secondary,Salaried,662912.3340643961,75226.65068739168,Education,688.1880511789179,0,21,62.282759426449005,2021-07-12,0
CUST_1231,41.0,Male,East,Post-Graduate,Self-Employed,,118184.2064654069,Education,673.4390566667984,1,87,50.900992875383714,2022-08-07,0
CUST_1232,30.0,Female,South,Post-Graduate,Self-Employed,260794.4307284065,151445.29685657006,Other,680.2091605063151,0,41,49.05769265847698,2019-09-18,1
CUST_1233,67.0,Male,South,Graduate,Self-Employed,,553976.713659422,Home,681.4078131572787,1,55,40.8133271623805,2018-05-19,0
CUST_1234,35.0,Male,East,Secondary,Salaried,504620.4428853946,1049791.2151804701,Car,777.2402675651871,0,43,59.864937860868636,2020-02-01,0
CUST_1235,,Male,East,Graduate,,430266.72405936965,59190.212436336544,Education,613.2258505208565,0,54,63.07167932350687,2023-01-08,0
CUST_1236,28.0,Male,West,Primary,Unemployed,264499.4118320586,336264.9760601149,Car,527.9411277437055,1,34,65.52961097661583,2022-04-05,1
CUST_1237,25.0,Male,South,Primary,Salaried,471457.3320919404,142955.16486109782,Business,594.1700985107291,1,115,15.981289172012492,2019-11-07,1
CUST_1238,35.0,Male,South,Secondary,Salaried,7164070.758912296,149666.85537683463,Home,710.5813546828324,2,65,63.637904935524155,2018-04-02,0
CUST_1239,,Female,North,Graduate,Salaried,236827.39525361807,330700.2901990684,Business,651.8663606917742,4,93,91.02516019640478,2020-12-28,1
CUST_1240,22.0,Male,West,Post-Graduate,Salaried,241788.64778237988,551249.9985674345,Business,612.5920527604003,2,51,55.983830019887115,2018-02-06,0
CUST_1241,,Male,North,Graduate,Self-Employed,419075.2193682152,3917374.543904647,Business,563.8802185272286,1,69,70.79770201328577,2022-11-23,0
CUST_1242,55.0,Female,South,Graduate,Unemployed,1621297.1527639204,222134.58868909275,Home,667.7028897384427,1,37,57.32224615953351,2023-12-28,0
CUST_1243,38.0,Male,West,Graduate,Salaried,752173.3194204587,138359.80012988282,Home,701.5605020219048,0,67,82.65295258031819,2021-04-16,0
CUST_1244,45.0,Female,East,Secondary,Salaried,,359808.86191541975,Other,674.4697644076823,0,75,89.01456304079336,2023-01-11,0
CUST_1245,22.0,Male,West,Secondary,Salaried,424645.79864490277,107803.62845575457,Car,629.7335735076043,3,51,25.658691440190537,2023-03-10,1
CUST_1246,38.0,Male,East,Post-Graduate,Self-Employed,650283.4892867231,216056.5681903547,Car,661.731302743797,1,68,47.13310310735576,2018-05-17,0
CUST_1247,39.0,Male,East,Primary,,205091.42687627155,832882.0942519843,Other,661.2674373245932,5,51,43.35247857928131,2022-07-22,1
CUST_1248,,Male,West,Post-Graduate,Salaried,705432.6549630213,263789.9645975588,Other,665.175754497413,3,34,44.44328548043869,2022-05-02,1
CUST_1249,26.0,Male,East,Graduate,Self-Employed,1422575.4297699062,104992.37377770193,Business,555.2556039184703,1,68,20.66955540436945,2020-08-29,0
CUST_1250,60.0,Male,North,Graduate,Self-Employed,674114.5219464216,92537.91345688852,Other,665.7861080491903,1,49,79.15733670836114,2019-10-24,0
CUST_1251,52.0,Male,South,Graduate,Self-Employed,1234542.0566187717,550791.1963579373,Education,614.7522825227045,1,73,13.040130656269497,2022-12-16,0
CUST_1252,59.0,Male,East,Graduate,Unemployed,843628.3964535804,71473.32374075835,Car,733.2494884807807,2,21,54.899261656808335,2019-02-19,0
CUST_1253,58.0,Male,North,Post-Graduate,Salaried,264234.0685129985,191026.91168196354,Other,660.6334913400219,3,23,66.25966298379876,2018-12-09,1
CUST_1254,37.0,Male,East,Post-Graduate,Self-Employed,1363712.057990887,99911.05377810502,Education,716.8383377458314,4,63,27.63490223500456,2018-05-26,0
CUST_1255,59.0,Male,South,Graduate,Salaried,234377.08089506856,57941.59874277333,Education,625.8574890360198,0,49,86.99726632839763,2018-11-19,1
CUST_1256,,Male,North,Secondary,Self-Employed,,57336.70112226542,Education,628.7428929910833,0,65,81.27668259710741,2023-12-10,0
CUST_1257,30.0,Female,South,Graduate,,276655.50510375784,88528.14869166538,Education,769.5400997005065,1,52,50.04211700613365,2021-06-29,0
CUST_1258,47.0,Male,South,Post-Graduate,Self-Employed,205887.836307241,453136.1963741445,Business,684.9068150732406,0,25,44.94765924891179,2023-02-22,0
CUST_1259,,Female,North,Secondary,Self-Employed,474120.34282186884,116390.54133360989,Education,592.838837407541,1,31,30.1082736429435,2019-08-24,0
CUST_1260,42.0,Female,North,Graduate,Salaried,374807.6095951888,650991.6225071519,Business,721.757955089638,0,60,72.04942409482192,2019-04-20,0
CUST_1261,50.0,Male,North,Graduate,Salaried,532766.4871115796,224274.12983477276,Business,607.3356213257704,1,43,21.19822296871695,2022-02-24,0
CUST_1262,49.0,Female,West,Graduate,Unemployed,630427.8785462037,164758.12196301753,Education,668.0558510249218,1,26,67.82020907672157,2019-07-29,0
CUST_1263,61.0,Female,North,Secondary,Unemployed,222362.23312795628,223542.42023882066,Car,796.9339704687524,2,62,81.60884382006516,2018-12-13,0
CUST_1264,54.0,Male,North,Graduate,Salaried,,195422.8717990173,Education,535.4974089889556,1,56,29.420083952947017,2022-02-19,0
CUST_1265,26.0,Male,North,Post-Graduate,Salaried,608949.9198641233,334406.07370986964,Education,635.9374462586771,4,71,83.64632924639427,2019-01-17,1
CUST_1266,35.0,Female,North,Secondary,Salaried,,116395.36967974529,Education,682.6617312721625,0,41,12.832471952358219,2021-07-27,0
CUST_1267,45.0,Female,East,Secondary,Self-Employed,853138.4192807291,137097.37450452533,Car,711.1758667731739,0,59,87.58692775785465,2018-03-13,0
CUST_1268,67.0,,West,Post-Graduate,Self-Employed,728195.610625855,499041.24547610414,Home,550.7012874111301,3,52,20.060789367360332,2021-01-22,1
CUST_1269,21.0,Male,South,Secondary,Salaried,1134118.4497486842,635452.2233888301,Home,527.1367785139986,1,23,64.88953012473277,2021-10-28,0
CUST_1270,20.0,Male,North,Post-Graduate,Salaried,789628.4320513487,496161.24583946145,Business,737.2599481592341,0,61,31.257009857685055,2021-09-21,0
CUST_1271,67.0,Male,East,Graduate,Self-Employed,480999.0043020031,158755.17869949882,Business,592.366811455693,1,48,81.10695324941717,2019-10-26,0
CUST_1272,31.0,Female,East,Secondary,Self-Employed,758846.5205528075,353158.09831030545,Car,589.0173993602148,2,72,53.545530677814654,2022-02-24,0
CUST_1273,24.0,Male,East,Post-Graduate,,361054.75999006466,179380.90248233633,Other,774.0199738217733,1,53,21.495501255952615,2023-03-07,0
CUST_1274,56.0,Male,South,Graduate,Salaried,,187647.7899894739,Home,655.5761851785458,0,49,58.53428356270817,2018-02-09,0
CUST_1275,51.0,Female,North,Graduate,Salaried,977913.4079251586,95802.17334320903,Business,656.0990582145259,4,47,44.67002186674357,2021-10-14,0
CUST_1276,28.0,Male,West,Secondary,Salaried,495674.06445783767,228871.75271479881,Home,635.6160443878774,0,46,66.2230644121136,2023-07-24,0
CUST_1277,60.0,Male,West,Graduate,Salaried,1000686.1151346732,91192.37549486617,Car,552.0814346605464,1,52,84.96177920489406,2021-07-01,1
CUST_1278,54.0,Female,East,Secondary,Self-Employed,1064173.7171109365,130563.13391458367,Car,704.0557559515511,0,62,44.79807615059057,2020-08-23,0
CUST_1279,38.0,Female,South,Secondary,Self-Employed,1174425.4161289725,436245.969058071,Other,682.7560417540499,0,39,34.63985776037807,2023-03-16,0
CUST_1280,67.0,Male,South,Post-Graduate,Self-Employed,11538118.203972708,96405.53198262061,Other,663.4953060271546,2,19,11.233783034846748,2019-12-02,0
CUST_1281,35.0,Female,South,Secondary,Self-Employed,481924.43534990464,64763.38740060525,Car,640.6941568578993,2,63,58.861318218089366,2019-05-26,0
CUST_1282,22.0,Male,West,Graduate,Salaried,391998.7120715736,64300.831413790926,Business,,0,34,44.19335523167185,2021-07-07,0
CUST_1283,39.0,Male,East,Secondary,Salaried,636374.7149250417,615314.4586567092,Home,722.9986711637932,1,59,41.84518361626044,2019-08-07,0
CUST_1284,43.0,Female,North,Graduate,Salaried,,191416.9469031599,Education,638.6965549435124,1,27,25.549502309158065,2020-09-10,0
CUST_1285,52.0,Male,West,Secondary,Salaried,659489.8805376317,155327.34996033274,Other,644.8751169172889,2,44,46.554704341258315,2019-04-04,0
CUST_1286,43.0,Male,East,Post-Graduate,Self-Employed,811383.9361847305,383073.2083323666,Education,692.3914523907018,4,44,93.67756605458631,2023-03-21,1
CUST_1287,30.0,Male,East,Graduate,,783025.5353370436,411365.5997761939,Business,666.6368744544309,1,17,35.309103062140764,2023-10-06,0
CUST_1288,27.0,Male,North,Secondary,,434644.25212038995,130750.62481257752,Other,781.3820846032351,1,28,60.97487513968852,2020-03-26,0
CUST_1289,55.0,Male,North,Primary,Salaried,291276.91290240816,286584.55543326976,Education,509.09065780213564,1,50,76.00138491183168,2018-09-04,0
CUST_1290,57.0,Male,North,Secondary,Self-Employed,481524.0067989305,344913.9466118524,Business,673.9925950693811,2,128,73.67841497000519,2019-12-31,0
CUST_1291,59.0,Male,South,Graduate,Salaried,276921.94749305025,262639.7744694441,Home,593.5515375622265,1,62,37.945814436870215,2019-02-21,0
CUST_1292,39.0,Male,North,Secondary,,1304078.7202685333,82879.45020560987,Business,574.6330772196056,2,54,61.923107098932284,2020-11-20,1
CUST_1293,54.0,Female,East,Post-Graduate,Self-Employed,412230.28808697005,467306.2565483896,Other,613.4348635164522,1,54,84.05749824796337,2019-01-03,0
CUST_1294,67.0,Female,North,Graduate,Self-Employed,283889.7517626,204912.47211418475,Car,654.374352678541,0,35,11.313031357311626,2018-04-18,0
CUST_1295,44.0,Female,East,Secondary,Salaried,,116388.78038808874,Home,657.9255260738728,1,38,47.03742033168115,2020-04-18,0
CUST_1296,54.0,Female,West,Graduate,Salaried,,160756.43223755364,Education,,2,21,29.06324055056195,2019-02-22,1
CUST_1297,44.0,Male,South,Graduate,Self-Employed,706541.69149841,57659.015140540454,Other,606.7132936257744,1,40,43.03374468390131,2022-07-02,0
CUST_1298,48.0,Male,West,Secondary,Salaried,408215.6335553708,77362.6231693328,Car,672.4977241181167,1,70,45.35911667789554,2020-03-31,0
CUST_1299,37.0,Female,West,Secondary,Salaried,237206.56488813728,340099.81470242806,Business,579.8455639373076,0,27,73.46703200686414,2021-11-22,0
CUST_1300,65.0,Female,East,Primary,,463501.9740558731,50002.32696461009,Car,560.8172876226788,1,65,17.97485915361267,2019-11-14,0
CUST_1301,37.0,Female,West,Graduate,Salaried,386414.86276414164,157764.7300426542,Other,469.5094154005644,4,21,53.56963176626339,2018-09-13,1
CUST_1302,21.0,Male,East,Graduate,Self-Employed,765238.2615793508,197842.4881867746,Other,596.9445241299713,1,45,57.95655730289335,2020-04-17,0
CUST_1303,54.0,Male,North,Graduate,Salaried,665422.1230029177,61236.713831299385,Car,558.0296640839349,2,46,52.00339630190337,2019-07-07,0
CUST_1304,35.0,Male,North,Post-Graduate,Unemployed,,772963.5072557551,Business,571.2853693511954,3,114,72.2092265103312,2018-06-30,1
CUST_1305,60.0,Male,East,Post-Graduate,Salaried,322881.5746121241,101269.06903662256,Car,628.2543757376277,1,74,42.62225675208202,2018-06-06,0
CUST_1306,55.0,Female,North,Graduate,Salaried,2412925.154682265,122538.23522683403,Other,602.0136898765682,1,41,90.32220040940646,2022-01-17,0
CUST_1307,52.0,Female,South,Post-Graduate,Salaried,502569.6362326469,122464.60494479172,Other,556.7009684912555,1,110,50.953292615810014,2019-07-25,0
CUST_1308,23.0,Male,West,Secondary,Salaried,782815.7192596623,102381.20604507893,Education,,0,89,58.55318231725779,2020-05-06,0
CUST_1309,52.0,Other,South,Secondary,Self-Employed,,50294.98184607701,Education,674.1849044118114,2,45,80.1701199844737,2022-11-20,1
CUST_1310,33.0,,West,Secondary,Unemployed,532367.0411344604,311381.9142149375,Home,710.2261771046778,1,34,33.39506900414541,2022-09-24,0
CUST_1311,,,North,Primary,Salaried,213961.48121146267,731315.3637805498,Other,618.2604016804501,0,36,16.39217244483821,2020-11-13,0
CUST_1312,,Male,South,Graduate,Salaried,552058.684735351,100796.2060888422,Education,628.7379442836578,0,74,70.16163816081101,2022-02-05,0
CUST_1313,39.0,Male,North,Post-Graduate,Self-Employed,1862359.9942560743,267562.47869211744,Car,,2,23,51.05600772161219,2021-11-24,0
CUST_1314,27.0,Male,West,Primary,Self-Employed,442421.97239737096,320878.7882561248,Business,776.3026861289801,3,28,86.20286133151455,2019-08-15,1
CUST_1315,26.0,Male,East,Secondary,Salaried,219888.36038739156,427335.44560740696,Car,524.5833764939383,3,34,93.5278041414069,2023-12-22,1
CUST_1316,22.0,Male,East,Graduate,Salaried,215722.52236291827,159854.11587744512,Business,616.8408219301945,2,31,43.92429479885198,2019-02-25,0
CUST_1317,36.0,Male,South,Post-Graduate,Salaried,445500.68131504074,122174.14841186984,Education,512.2421628693825,2,129,45.312316382071174,2018-12-14,1
CUST_1318,52.0,Male,North,Secondary,Self-Employed,287191.53692556545,128695.98386292708,Home,678.9854766988448,1,34,44.676821187486745,2018-06-15,0
CUST_1319,67.0,Female,North,Graduate,Salaried,211814.53854060028,299390.90719848464,Car,638.4833284969591,0,47,37.587099327128726,2020-07-25,0
CUST_1320,31.0,Male,South,Primary,Self-Employed,905731.4520714553,389412.9501260106,Car,666.2393690348862,2,39,76.44340331014378,2018-12-14,0
CUST_1321,41.0,Female,East,Secondary,Salaried,506727.3522269077,90084.22632832796,Car,662.2498050072861,0,88,74.51463981171185,2019-02-02,1
CUST_1322,41.0,Male,West,Post-Graduate,Self-Employed,370713.5864146678,142706.04799335607,Business,,1,76,50.68481399679461,2019-08-06,0
CUST_1323,65.0,Other,South,Post-Graduate,Salaried,1351708.6346607716,514435.54983540653,Education,693.0506371654773,0,80,13.796203392206394,2022-05-20,0
CUST_1324,49.0,Male,West,Primary,Salaried,261727.71174893266,378695.67374587414,Car,716.440636612807,4,45,36.312540628611245,2018-11-04,1
CUST_1325,57.0,Male,East,Post-Graduate,,1760861.2740704874,888061.9077364752,Car,564.7572248082445,2,22,34.84575895716119,2018-04-09,0
CUST_1326,57.0,Female,North,Graduate,,388414.5677452631,330686.6876640082,Home,745.4536691980115,2,53,78.94241592702197,2021-06-19,0
CUST_1327,64.0,Female,East,Post-Graduate,Salaried,1296433.567784054,149909.62457673287,Home,592.21098084088,2,88,17.44392374037485,2018-06-07,0
CUST_1328,27.0,Female,South,Graduate,Salaried,661837.5603423861,228631.0046599916,Education,,1,79,78.48240721862985,2019-07-08,1
CUST_1329,46.0,Male,North,Graduate,Salaried,1076386.7756881919,266359.4440825848,Education,671.6674061882396,3,83,66.88061043692716,2019-10-13,0
CUST_1330,46.0,Male,South,Graduate,Salaried,2267994.798000141,66340.91109096623,Other,674.1534610439421,3,50,72.25752402608819,2020-12-04,1
CUST_1331,53.0,Female,South,Graduate,Self-Employed,370123.4824493058,207270.5772704821,Home,564.2514558214017,4,78,46.738120944726994,2022-02-04,0
CUST_1332,40.0,Female,East,Secondary,Self-Employed,1823836.8329798274,297107.0246713655,Other,636.1376566580883,0,18,67.77669266014945,2023-02-22,0
CUST_1333,49.0,Female,South,Primary,Self-Employed,446723.66484581097,86621.48606258893,Business,769.0588253495581,2,36,61.76746030008785,2020-01-04,1
CUST_1334,52.0,Female,East,Secondary,Salaried,443482.8616049801,353400.66119482234,Other,532.5330750772724,3,33,75.3633165944335,2023-05-05,1
CUST_1335,47.0,Male,North,Graduate,Self-Employed,408051.0688152398,225304.79342938855,Car,768.8175392810181,2,95,47.975435929801435,2018-04-02,0
CUST_1336,66.0,Female,East,Secondary,Salaried,589796.7484469401,658237.1022221028,Other,630.6641238866808,1,75,50.190178116185706,2022-06-16,0
CUST_1337,52.0,Male,North,Graduate,Salaried,283703.68995594326,58669.6821044225,Education,462.97961332518776,1,54,64.70397893288472,2021-04-30,0
CUST_1338,24.0,Male,East,Post-Graduate,Salaried,603394.8211457836,111665.7205618876,Business,540.6614613213675,1,61,19.186586961643005,2021-01-05,0
CUST_1339,67.0,,West,Primary,Salaried,590120.8940447564,234036.59903244875,Car,572.9217969811846,1,48,47.08077811096697,2021-07-28,1
CUST_1340,38.0,Male,West,Graduate,Self-Employed,917536.0691532479,120354.51382092705,Other,600.0856559373806,3,86,92.61582184708347,2021-10-19,1
CUST_1341,23.0,Male,South,Graduate,Self-Employed,1096830.5238542268,300649.5320377518,Business,641.6229393099729,0,52,13.191947205103876,2018-06-28,0
CUST_1342,54.0,Male,East,Post-Graduate,Self-Employed,490303.46577253274,334596.05298196955,Business,433.7215896190742,0,59,36.860401443643475,2018-10-07,0
CUST_1343,36.0,Female,East,Secondary,Salaried,380006.8624144733,71631.98920771881,Car,664.9443513982122,1,66,36.69933462259651,2020-11-08,0
CUST_1344,63.0,Male,North,Graduate,Salaried,350103.3545210686,194249.44870901518,Other,565.5927593340093,1,20,63.844450135040674,2022-06-07,0
CUST_1345,47.0,Female,South,Post-Graduate,Salaried,308222.913555061,192217.6549979631,Business,761.2418057280847,2,57,18.99303055105189,2019-01-06,0
CUST_1346,49.0,Male,East,Post-Graduate,Salaried,229687.97890419042,142178.89523745136,Business,628.385862340482,1,21,63.42624262470319,2022-12-06,1
CUST_1347,48.0,Male,South,Graduate,Salaried,,590388.3667534351,Home,725.4276937386184,0,45,18.07842045538765,2022-08-31,0
CUST_1348,65.0,Female,West,Graduate,Salaried,357525.0533525845,401478.93602561636,Business,738.8279183931435,2,36,18.071060030558137,2018-10-31,0
CUST_1349,25.0,Male,East,Graduate,Salaried,1896873.3912148303,288942.7483496759,Home,736.6618594772973,0,56,71.89558536102099,2021-09-10,0
CUST_1350,54.0,Male,East,Post-Graduate,Salaried,607893.4248270576,300581.2407651099,Other,604.6874605630012,1,31,37.55148977578769,2021-12-31,0
CUST_1351,,Male,South,Graduate,Self-Employed,413301.24775855045,173873.84884585516,Other,603.6639873822941,0,27,93.08095055566857,2021-04-08,1
CUST_1352,56.0,Male,East,Primary,Unemployed,634307.2618112863,557647.6151424076,Other,632.0021360569348,2,31,13.174999597022168,2023-08-24,1
CUST_1353,43.0,Other,South,Post-Graduate,Unemployed,274944.6287510724,287223.5826668418,Education,700.898990030314,1,90,47.8340664160295,2019-10-31,0
CUST_1354,48.0,Male,East,Graduate,Self-Employed,493532.8367214515,311113.3154710566,Other,609.144378419667,1,49,19.616554702292007,2019-05-15,0
CUST_1355,65.0,,North,Graduate,Salaried,692063.1028910056,445652.85417431436,Business,640.4590021127801,0,82,39.86721217443923,2021-11-15,0
CUST_1356,50.0,Male,South,Secondary,Self-Employed,535592.8854897376,114060.7753857549,Car,671.887505307156,1,50,94.8489083017693,2022-04-22,0
CUST_1357,54.0,Female,East,Graduate,Self-Employed,456897.34742787597,379086.5070249198,Home,577.6086459161706,1,45,85.55161349777521,2019-06-14,0
CUST_1358,52.0,Female,West,Secondary,Salaried,2745520.6319712303,93442.38637980664,Education,572.5513369336705,1,40,14.107574752708736,2023-06-30,0
CUST_1359,40.0,Female,East,Graduate,Salaried,1261445.0001233984,134728.44883320288,Other,,0,61,57.87674672518309,2021-05-04,0
CUST_1360,51.0,Male,West,Secondary,Self-Employed,688293.7419034039,131777.32725404558,Other,647.9343051961313,1,57,65.06489591007704,2020-01-25,0
CUST_1361,42.0,Male,West,Graduate,Salaried,621261.5601905684,818177.5244505231,Car,684.7108384001315,2,48,27.81044303576068,2020-03-25,0
CUST_1362,52.0,,North,Post-Graduate,Salaried,684661.8216599771,438335.93527448847,Car,703.7509259961245,2,52,22.33397373869827,2019-12-28,0
CUST_1363,22.0,Female,South,Primary,Salaried,312392.5162928925,291575.9931969776,Education,562.0749743542681,2,48,86.87239644656948,2020-01-01,0
CUST_1364,37.0,Female,East,Post-Graduate,Salaried,451377.2608450984,309698.28468404285,Home,585.0332054445148,1,62,92.34939752608702,2020-04-07,0
CUST_1365,44.0,Female,North,Graduate,Salaried,220129.5831828801,215140.51593682618,Other,572.3398169949519,5,55,94.31089287216956,2021-08-24,1
CUST_1366,,Male,East,Post-Graduate,Salaried,,637835.1061018403,Education,762.9957921273137,1,17,77.12975076744394,2023-08-09,0
CUST_1367,50.0,,West,Graduate,Salaried,591562.8418764872,187138.50826421118,Business,640.3783527837971,0,68,66.39767589944685,2020-05-24,0
CUST_1368,22.0,,South,Graduate,Salaried,329223.30272947287,145774.23313643417,Business,651.2903436196017,2,63,39.387071436404824,2023-12-19,0
CUST_1369,,Male,East,Graduate,Self-Employed,1862518.9859498884,85594.68558803035,Education,654.621949121081,0,25,24.568856547603957,2023-06-27,0
CUST_1370,65.0,Male,East,Post-Graduate,Salaried,,358548.143576624,Other,592.7463989025889,1,49,16.713350946129694,2022-08-05,0
CUST_1371,43.0,Female,West,Graduate,Salaried,840324.7667618975,315185.85639444046,Education,775.1415615156825,1,63,68.93028482687683,2019-08-31,0
CUST_1372,51.0,Female,East,Secondary,Salaried,581127.1315329662,147016.96856981685,Other,682.8821323854983,2,32,76.70149029024546,2023-09-05,0
CUST_1373,66.0,Female,East,Graduate,Unemployed,1219991.8115913102,55103.24019087821,Car,653.1672423822359,0,39,80.2485604586733,2022-01-17,0
CUST_1374,41.0,Male,West,Post-Graduate,Salaried,270006.0845381155,415266.8632221283,Education,561.5794863079548,1,26,87.67002528082288,2019-09-27,0
CUST_1375,42.0,Female,North,Graduate,Salaried,981539.1457141174,52296.73382085271,Other,557.0454006675004,0,25,84.79401290926175,2021-04-24,0
CUST_1376,21.0,Male,West,Graduate,Self-Employed,266663.3147760119,293276.41613204754,Education,625.2873974715385,1,79,94.97800814193788,2019-04-29,0
CUST_1377,46.0,Male,North,Graduate,Self-Employed,990451.1335870842,753033.0315879624,Education,594.0006565142536,1,52,30.745440932216358,2020-12-10,0
